altura_cm,habilidades,nome,numero,peso_kg,proximas_evolucoes,tipos,url
2.0 m (6′07″),"[{'nome': 'Sand Stream', 'desc': 'Summons a sandstorm.', 'efeito': 'Sand Stream creates a sandstorm when the ability-bearer enters battle. The effect lasts 5 turns, unless it is cleared via Air Lock or Cloud Nine or replaced by another weather condition.', 'url': 'https://pokemondb.net/ability/sand-stream'}, {'nome': 'Unnerve', 'desc': 'Makes the foe nervous and unable to eat Berries.', 'efeito': 'Makes the foe nervous and unable to eat Berries.', 'url': 'https://pokemondb.net/ability/unnerve'}, {'nome': 'Sand Stream', 'desc': 'Summons a sandstorm.', 'efeito': 'Sand Stream creates a sandstorm when the ability-bearer enters battle. The effect lasts 5 turns, unless it is cleared via Air Lock or Cloud Nine or replaced by another weather condition.', 'url': 'https://pokemondb.net/ability/sand-stream'}]",Tyranitar,248,202.0 kg (445.3 lbs),,"Rock, Dark",https://pokemondb.net/pokedex/tyranitar
0.6 m (2′00″),"[{'nome': 'Trace', 'desc': 'Copies special ability.', 'efeito': ""The Pokémon copies a foe's Ability."", 'url': 'https://pokemondb.net/ability/trace'}, {'nome': 'Download', 'desc': 'Adjusts power according to the foe’s ability.', 'efeito': ""Download raises either the bearer's Attack or Special Attack by one stage when switching into battle, base on the opponent's defenses."", 'url': 'https://pokemondb.net/ability/download'}, {'nome': 'Analytic', 'desc': 'Boosts move power when the Pokémon moves last.', 'efeito': 'Boosts move power when the Pokémon moves last.', 'url': 'https://pokemondb.net/ability/analytic'}]",Porygon2,233,32.5 kg (71.7 lbs),"[{'numero': 474, 'nome': 'Porygon-Z', 'url': 'https://pokemondb.net/pokedex/porygon-z'}]",Normal,https://pokemondb.net/pokedex/porygon2
1.4 m (4′07″),"[{'nome': 'Intimidate', 'desc': 'Lowers the foe’s ATTACK.', 'efeito': ""Intimidate lower's the Attack of all opponents by one stage when the ability-bearer switches in (including the start of a battle)."", 'url': 'https://pokemondb.net/ability/intimidate'}, {'nome': 'Frisk', 'desc': 'The Pokémon can check the foe’s held item.', 'efeito': ""The Pokémon can check a foe's held item."", 'url': 'https://pokemondb.net/ability/frisk'}, {'nome': 'Sap Sipper', 'desc': 'Boosts Attack when hit by a Grass-type move.', 'efeito': 'Boosts Attack when hit by a Grass-type move.', 'url': 'https://pokemondb.net/ability/sap-sipper'}]",Stantler,234,71.2 kg (157.0 lbs),"[{'numero': 899, 'nome': 'Wyrdeer', 'url': 'https://pokemondb.net/pokedex/wyrdeer'}]",Normal,https://pokemondb.net/pokedex/stantler
1.4 m (4′07″),"[{'nome': 'Intimidate', 'desc': 'Lowers the foe’s ATTACK.', 'efeito': ""Intimidate lower's the Attack of all opponents by one stage when the ability-bearer switches in (including the start of a battle)."", 'url': 'https://pokemondb.net/ability/intimidate'}, {'nome': 'Technician', 'desc': 'Powers up the Pokémon’s weaker moves.', 'efeito': 'Technician increases the power of moves - that are usually base power 60 or below - by 50%.', 'url': 'https://pokemondb.net/ability/technician'}, {'nome': 'Steadfast', 'desc': 'Raises Speed each time the Pokémon flinches.', 'efeito': 'Raises Speed each time the Pokémon flinches.', 'url': 'https://pokemondb.net/ability/steadfast'}]",Hitmontop,237,48.0 kg (105.8 lbs),,Fighting,https://pokemondb.net/pokedex/hitmontop
0.7 m (2′04″),"[{'nome': 'Guts', 'desc': 'Ups ATTACK if suffering.', 'efeito': ""Guts raises the ability-bearer's Attack by 50% when inflicted by a major status ailment (poison, burn, paralysis, freeze or sleep). If burnt, the Pokémon does not suffer the usual drop in Attack."", 'url': 'https://pokemondb.net/ability/guts'}, {'nome': 'Steadfast', 'desc': 'Raises Speed each time the Pokémon flinches.', 'efeito': 'Raises Speed each time the Pokémon flinches.', 'url': 'https://pokemondb.net/ability/steadfast'}, {'nome': 'Vital Spirit', 'desc': 'Prevents sleep.', 'efeito': 'Vital Spirit prevents the ability-bearer from falling asleep. This means that it also prevents the use of the move Rest.', 'url': 'https://pokemondb.net/ability/vital-spirit'}]",Tyrogue,236,21.0 kg (46.3 lbs),"[{'numero': 106, 'nome': 'Hitmonlee', 'url': 'https://pokemondb.net/pokedex/hitmonlee'}, {'numero': 107, 'nome': 'Hitmonchan', 'url': 'https://pokemondb.net/pokedex/hitmonchan'}, {'numero': 237, 'nome': 'Hitmontop', 'url': 'https://pokemondb.net/pokedex/hitmontop'}]",Fighting,https://pokemondb.net/pokedex/tyrogue
2.0 m (6′07″),"[{'nome': 'Pressure', 'desc': 'Raises foe’s PP usage.', 'efeito': 'Pressure makes any attack targeted at the ability-bearer - regardless of whether it hits - use 2 PP instead of 1.', 'url': 'https://pokemondb.net/ability/pressure'}, {'nome': 'Unnerve', 'desc': 'Makes the foe nervous and unable to eat Berries.', 'efeito': 'Makes the foe nervous and unable to eat Berries.', 'url': 'https://pokemondb.net/ability/unnerve'}, {'nome': 'Steadfast', 'desc': 'Raises Speed each time the Pokémon flinches.', 'efeito': 'Raises Speed each time the Pokémon flinches.', 'url': 'https://pokemondb.net/ability/steadfast'}, {'nome': 'Insomnia', 'desc': 'Prevents sleep.', 'efeito': 'Insomnia prevents the ability-bearer from falling asleep, both from moves by other Pokémon like Sing, and self-inflicted sleep like Rest.', 'url': 'https://pokemondb.net/ability/insomnia'}]",Mewtwo,150,122.0 kg (269.0 lbs),,Psychic,https://pokemondb.net/pokedex/mewtwo
1.2 m (3′11″),"[{'nome': 'Own Tempo', 'desc': 'Prevents confusion.', 'efeito': 'Prevents the Pokémon from becoming confused.', 'url': 'https://pokemondb.net/ability/own-tempo'}, {'nome': 'Technician', 'desc': 'Powers up the Pokémon’s weaker moves.', 'efeito': 'Technician increases the power of moves - that are usually base power 60 or below - by 50%.', 'url': 'https://pokemondb.net/ability/technician'}, {'nome': 'Moody', 'desc': 'Raises one stat and lowers another.', 'efeito': 'Raises one stat and lowers another.', 'url': 'https://pokemondb.net/ability/moody'}]",Smeargle,235,58.0 kg (127.9 lbs),,Normal,https://pokemondb.net/pokedex/smeargle
0.5 m (1′08″),"[{'nome': 'Pickup', 'desc': 'May pick up items.', 'efeito': 'When another Pokémon on the field uses a single-use held item, a Pokémon with Pickup will obtain the used item (if they are not already holding anything) and it can be used again.', 'url': 'https://pokemondb.net/ability/pickup'}, {'nome': 'Gluttony', 'desc': 'Encourages the early use of a held Berry.', 'efeito': 'A Pokémon with Gluttony will use a pinch berry when its HP drops to 50%, rather than the usual 25%.', 'url': 'https://pokemondb.net/ability/gluttony'}, {'nome': 'Quick Feet', 'desc': 'Boosts Speed if there is a status problem.', 'efeito': ""Quick Feet raises the ability-bearer's Speed by 50% when inflicted by a major status ailment (poison, burn, paralysis, freeze or sleep). If paralyzed, the Pokémon does not suffer the usual drop in Speed."", 'url': 'https://pokemondb.net/ability/quick-feet'}, {'nome': 'Pickup', 'desc': 'May pick up items.', 'efeito': 'When another Pokémon on the field uses a single-use held item, a Pokémon with Pickup will obtain the used item (if they are not already holding anything) and it can be used again.', 'url': 'https://pokemondb.net/ability/pickup'}, {'nome': 'Gluttony', 'desc': 'Encourages the early use of a held Berry.', 'efeito': 'A Pokémon with Gluttony will use a pinch berry when its HP drops to 50%, rather than the usual 25%.', 'url': 'https://pokemondb.net/ability/gluttony'}, {'nome': 'Quick Feet', 'desc': 'Boosts Speed if there is a status problem.', 'efeito': ""Quick Feet raises the ability-bearer's Speed by 50% when inflicted by a major status ailment (poison, burn, paralysis, freeze or sleep). If paralyzed, the Pokémon does not suffer the usual drop in Speed."", 'url': 'https://pokemondb.net/ability/quick-feet'}]",Linoone,264,32.5 kg (71.7 lbs),"[{'numero': 263, 'nome': 'Zigzagoon', 'url': 'https://pokemondb.net/pokedex/zigzagoon'}, {'numero': 862, 'nome': 'Obstagoon', 'url': 'https://pokemondb.net/pokedex/obstagoon'}]",Normal,https://pokemondb.net/pokedex/linoone
0.4 m (1′04″),"[{'nome': 'Pickup', 'desc': 'May pick up items.', 'efeito': 'When another Pokémon on the field uses a single-use held item, a Pokémon with Pickup will obtain the used item (if they are not already holding anything) and it can be used again.', 'url': 'https://pokemondb.net/ability/pickup'}, {'nome': 'Gluttony', 'desc': 'Encourages the early use of a held Berry.', 'efeito': 'A Pokémon with Gluttony will use a pinch berry when its HP drops to 50%, rather than the usual 25%.', 'url': 'https://pokemondb.net/ability/gluttony'}, {'nome': 'Quick Feet', 'desc': 'Boosts Speed if there is a status problem.', 'efeito': ""Quick Feet raises the ability-bearer's Speed by 50% when inflicted by a major status ailment (poison, burn, paralysis, freeze or sleep). If paralyzed, the Pokémon does not suffer the usual drop in Speed."", 'url': 'https://pokemondb.net/ability/quick-feet'}, {'nome': 'Pickup', 'desc': 'May pick up items.', 'efeito': 'When another Pokémon on the field uses a single-use held item, a Pokémon with Pickup will obtain the used item (if they are not already holding anything) and it can be used again.', 'url': 'https://pokemondb.net/ability/pickup'}, {'nome': 'Gluttony', 'desc': 'Encourages the early use of a held Berry.', 'efeito': 'A Pokémon with Gluttony will use a pinch berry when its HP drops to 50%, rather than the usual 25%.', 'url': 'https://pokemondb.net/ability/gluttony'}, {'nome': 'Quick Feet', 'desc': 'Boosts Speed if there is a status problem.', 'efeito': ""Quick Feet raises the ability-bearer's Speed by 50% when inflicted by a major status ailment (poison, burn, paralysis, freeze or sleep). If paralyzed, the Pokémon does not suffer the usual drop in Speed."", 'url': 'https://pokemondb.net/ability/quick-feet'}]",Zigzagoon,263,17.5 kg (38.6 lbs),"[{'numero': 264, 'nome': 'Linoone', 'url': 'https://pokemondb.net/pokedex/linoone'}, {'numero': 264, 'nome': 'Linoone', 'url': 'https://pokemondb.net/pokedex/linoone'}, {'numero': 862, 'nome': 'Obstagoon', 'url': 'https://pokemondb.net/pokedex/obstagoon'}]",Normal,https://pokemondb.net/pokedex/zigzagoon
0.5 m (1′08″),"[{'nome': 'Pickup', 'desc': 'May pick up items.', 'efeito': 'When another Pokémon on the field uses a single-use held item, a Pokémon with Pickup will obtain the used item (if they are not already holding anything) and it can be used again.', 'url': 'https://pokemondb.net/ability/pickup'}, {'nome': 'Sand Veil', 'desc': 'Ups evasion in a sandstorm.', 'efeito': ""Sand Veil raises the ability-bearer's evasion by 20% in a sandstorm. It also gives immunity to sandstorm damage (if they are not already protected by being Ground/Rock/Steel type)."", 'url': 'https://pokemondb.net/ability/sand-veil'}]",Phanpy,231,33.5 kg (73.9 lbs),"[{'numero': 232, 'nome': 'Donphan', 'url': 'https://pokemondb.net/pokedex/donphan'}]",Ground,https://pokemondb.net/pokedex/phanpy
1.1 m (3′07″),"[{'nome': 'Sturdy', 'desc': 'Negates 1-hit KO attacks.', 'efeito': 'Sturdy allows the Pokémon to survive with 1 HP if attacked at full HP with an attack that would otherwise knock it out. It also prevents One-Hit-KO moves (Fissure, Horn Drill, Guillotine or Sheer Cold).', 'url': 'https://pokemondb.net/ability/sturdy'}, {'nome': 'Sand Veil', 'desc': 'Ups evasion in a sandstorm.', 'efeito': ""Sand Veil raises the ability-bearer's evasion by 20% in a sandstorm. It also gives immunity to sandstorm damage (if they are not already protected by being Ground/Rock/Steel type)."", 'url': 'https://pokemondb.net/ability/sand-veil'}]",Donphan,232,120.0 kg (264.6 lbs),,Ground,https://pokemondb.net/pokedex/donphan
1.7 m (5′07″),"[{'nome': 'Keen Eye', 'desc': 'Prevents loss of accuracy.', 'efeito': 'Keen Eye prevents the Pokémon from losing accuracy, for example from moves like Sand-Attack.', 'url': 'https://pokemondb.net/ability/keen-eye'}, {'nome': 'Sturdy', 'desc': 'Negates 1-hit KO attacks.', 'efeito': 'Sturdy allows the Pokémon to survive with 1 HP if attacked at full HP with an attack that would otherwise knock it out. It also prevents One-Hit-KO moves (Fissure, Horn Drill, Guillotine or Sheer Cold).', 'url': 'https://pokemondb.net/ability/sturdy'}, {'nome': 'Weak Armor', 'desc': 'Physical attacks lower Defense and raise Speed.', 'efeito': 'When a Pokémon with Weak Armor is hit by a physical move, its Defense drops one stage, but its Speed increases by one stage.', 'url': 'https://pokemondb.net/ability/weak-armor'}]",Skarmory,227,50.5 kg (111.3 lbs),,"Steel, Flying",https://pokemondb.net/pokedex/skarmory
2.1 m (6′11″),"[{'nome': 'Swift Swim', 'desc': 'Raises SPEED in rain.', 'efeito': ""Swift Swim doubles the ability-bearer's Speed during rain."", 'url': 'https://pokemondb.net/ability/swift-swim'}, {'nome': 'Water Absorb', 'desc': 'Changes water into HP.', 'efeito': 'A Pokémon with Water Absorb heals 1⁄4 of its maximum HP when hit by a Water-type attack.', 'url': 'https://pokemondb.net/ability/water-absorb'}, {'nome': 'Water Veil', 'desc': 'Prevents burns.', 'efeito': 'Prevents the Pokémon from getting a burn.', 'url': 'https://pokemondb.net/ability/water-veil'}]",Mantine,226,220.0 kg (485.0 lbs),,"Water, Flying",https://pokemondb.net/pokedex/mantine
0.6 m (2′00″),"[{'nome': 'Early Bird', 'desc': 'Awakens quickly from sleep.', 'efeito': 'The Pokémon awakens quickly from sleep.', 'url': 'https://pokemondb.net/ability/early-bird'}, {'nome': 'Flash Fire', 'desc': 'Powers up if hit by fire.', 'efeito': ""When a Pokémon with Flash Fire is hit by a Fire-type move, it does not deal damage but instead raises the power of the bearer's Fire-type moves by 50%. Subsequent hits do not raise the power even more, but the effect remains while the ability-bearer is in battle."", 'url': 'https://pokemondb.net/ability/flash-fire'}, {'nome': 'Unnerve', 'desc': 'Makes the foe nervous and unable to eat Berries.', 'efeito': 'Makes the foe nervous and unable to eat Berries.', 'url': 'https://pokemondb.net/ability/unnerve'}]",Houndour,228,10.8 kg (23.8 lbs),"[{'numero': 229, 'nome': 'Houndoom', 'url': 'https://pokemondb.net/pokedex/houndoom'}]","Dark, Fire",https://pokemondb.net/pokedex/houndour
1.8 m (5′11″),"[{'nome': 'Swift Swim', 'desc': 'Raises SPEED in rain.', 'efeito': ""Swift Swim doubles the ability-bearer's Speed during rain."", 'url': 'https://pokemondb.net/ability/swift-swim'}, {'nome': 'Sniper', 'desc': 'Powers up moves if they become critical hits.', 'efeito': 'Sniper increases the power of critical hits by 1.5×. This means a critical hit will deal 2.25× normal damage instead of 1.5×.', 'url': 'https://pokemondb.net/ability/sniper'}, {'nome': 'Damp', 'desc': 'Prevents self-destruction.', 'efeito': 'Damp prevents all Pokémon on the field from using the moves Selfdestruct and Explosion. It also prevents damage (to the Damp Pokémon only) from the ability Aftermath.', 'url': 'https://pokemondb.net/ability/damp'}]",Kingdra,230,152.0 kg (335.1 lbs),,"Water, Dragon",https://pokemondb.net/pokedex/kingdra
0.7 m (2′04″),"[{'nome': 'Shed Skin', 'desc': 'Heals the body by shedding.', 'efeito': 'The Pokémon may heal its own status problems.', 'url': 'https://pokemondb.net/ability/shed-skin'}]",Metapod,11,9.9 kg (21.8 lbs),"[{'numero': 12, 'nome': 'Butterfree', 'url': 'https://pokemondb.net/pokedex/butterfree'}]",Bug,https://pokemondb.net/pokedex/metapod
0.6 m (2′00″),"[{'nome': 'Hustle', 'desc': 'Trades accuracy for power.', 'efeito': ""Hustle increases the ability-bearer's Attack by 50%, however, it also reduces the Accuracy of all Physical moves by 20%."", 'url': 'https://pokemondb.net/ability/hustle'}, {'nome': 'Sniper', 'desc': 'Powers up moves if they become critical hits.', 'efeito': 'Sniper increases the power of critical hits by 1.5×. This means a critical hit will deal 2.25× normal damage instead of 1.5×.', 'url': 'https://pokemondb.net/ability/sniper'}, {'nome': 'Moody', 'desc': 'Raises one stat and lowers another.', 'efeito': 'Raises one stat and lowers another.', 'url': 'https://pokemondb.net/ability/moody'}]",Remoraid,223,12.0 kg (26.5 lbs),"[{'numero': 224, 'nome': 'Octillery', 'url': 'https://pokemondb.net/pokedex/octillery'}]",Water,https://pokemondb.net/pokedex/remoraid
0.4 m (1′04″),"[{'nome': 'Oblivious', 'desc': 'Prevents attraction.', 'efeito': 'Oblivious makes the Pokémon immune to gender-based moves and abilities, specifically Attract, Captivate and Cute Charm.', 'url': 'https://pokemondb.net/ability/oblivious'}, {'nome': 'Snow Cloak', 'desc': 'Raises evasion in a hailstorm.', 'efeito': ""Snow Cloak raises ability-bearer's evasion by 20% in a hail storm. It also gives immunity to damage by hail (if they are not already protected by being Ice type)."", 'url': 'https://pokemondb.net/ability/snow-cloak'}, {'nome': 'Thick Fat', 'desc': 'Heat-and-cold protection.', 'efeito': 'Thick Fat reduces the damage taken from Fire-type and Ice-type moves by 50%.', 'url': 'https://pokemondb.net/ability/thick-fat'}]",Swinub,220,6.5 kg (14.3 lbs),"[{'numero': 221, 'nome': 'Piloswine', 'url': 'https://pokemondb.net/pokedex/piloswine'}, {'numero': 473, 'nome': 'Mamoswine', 'url': 'https://pokemondb.net/pokedex/mamoswine'}]","Ice, Ground",https://pokemondb.net/pokedex/swinub
